Comune;Provincia;Regione;Tipologia;Categoria;Denominazione;Indirizzo;CAP;Località;Frazione;Telefono;FAX;Indirizzo posta elettronica;Sito internet;Codice esercizio;Camere;Posti letto standard;Posti letto aggiuntivi;18;1]                                                                              ##
IMPERIA;IMPERIA;Liguria;Alberghi;2STELLE;NELLA - CASA MADRE;VIA PRIVATA RAMBALDI, 15;18100;IMPERIA;;0183 64765;0183 64765;albergonella@hotmail.it;http://www.albergonella.eu;IM914;15;24;1;10;1]                                                                                                         ##
IMPERIA;IMPERIA;Liguria;Alberghi;2STELLE;PIEMONTESE;VIA GARESSIO, 136;18100;IMPERIA;;0183 291359;0183 290270;info@piemontesehotel.it;http://www.piemontesehotel.it;IM10;13;20;0;18;1]                                                                                                                    ##
IMPERIA;IMPERIA;Liguria;Alberghi;2STELLE;STELLA;VIA A.S. NOVARO, 3;18100;IMPERIA;;0183 294792;0183 297992;hotelstella.imperia@gmail.com;;IM11;8;14;2;17;1]                                                                                                                                               ##
IMPERIA;IMPERIA;Liguria;Alberghi;3STELLE;ARISTON;VIA PRIVATA RAMBALDI, 2;18100;IMPERIA;;0183 63774;0183 666845;info@hotelariston-imperia.it;http://www.hotelariston-imperia.it;IM7;30;58;3;17;1]                                                                                                         ##
IMPERIA;IMPERIA;Liguria;Alberghi;3STELLE;CENTRO;PIAZZA UNITA' NAZIONALE, 4;18100;IMPERIA;;0183 241967;0183 241967;info@hotelcentroimperia.it;;IM1;21;25;0;14;1]                                                                                                                                          ##
IMPERIA;IMPERIA;Liguria;Alberghi;3STELLE;CORALLO;CORSO GARIBALDI, 29;18100;IMPERIA;;0183 666264;0183 666265;info@coralloimperia.it;http://www.coralloimperia.it;IM2;42;81;13;11;1]                                                                                                                       ##
IMPERIA;IMPERIA;Liguria;Alberghi;3STELLE;CROCE DI MALTA;VIA SCARINCIO, 148;18100;IMPERIA;;0183 667020;0183 63687;info@hotelcrocedimalta.com;http://www.hotelcrocedimalta.com;IM3;39;69;3;15;1]                                                                                                           ##
IMPERIA;IMPERIA;Liguria;Alberghi;3STELLE;KRISTINA;SPIANATA BORGO PERI, 8;18100;IMPERIA;;0183 297434;0183 293565;info@hotelkristina.com;http://www.hotelkristina.com;IM4;16;31;1;12;1]                                                                                                                    ##
IMPERIA;IMPERIA;Liguria;Alberghi;3STELLE;ROBINIA;VIA PIRINOLI, 14;18100;IMPERIA;;0183 62720;0183 60635;rhotel@tin.it;http://www.rhotels.it;IM5;53;100;7;17;1]                                                                                                                                            ##
IMPERIA;IMPERIA;Liguria;Alberghi;4STELLE;ROSSINI AL TEATRO;PIAZZA ROSSINI, 14;18100;IMPERIA;;0183 74000;0183 74001;info@hotel-rossini.it;http://www.hotel-rossini.it;2004138;48;88;0;19;1]                                                                                                               ##
IMPERIA;IMPERIA;Liguria;Locande;3STELLE;DEL MAR;STRADA N. LAMBOGLIA, 12;18100;IMPERIA;;0183 652523;0183 654212;info@locandadelmar.it;http://www.locandadelmar.it/;200637;6;12;0;10;1]                                                                                                                    ##
IMPERIA;IMPERIA;Liguria;Residenze turistico alberghiere;3STELLE;BORGOVERDE;VIA PACIALLA, 21;18100;IMPERIA;;0183 60351;0183 60635;rhotel@tin.it;http://www.rhotels.it;2005151;47;94;105;20;1]                                                                                                             ##
IMPERIA;IMPERIA;Liguria;Residenze turistico alberghiere;3STELLE;EDY;STRADA POGGI, 91;18100;IMPERIA;;0183 61383;0183 61485;info@residence-edy.it;http://www.residence-edy.it;19992686;10;20;5;13;1]                                                                                                       ##
IMPERIA;IMPERIA;Liguria;Residenze turistico alberghiere;3STELLE;IL NIDO RESORT;VIA LITTARDI;18100;IMPERIA;;0183666887;0183666887;info@ilnidoresort.it;www.ilnidoresort.it;20149279;13;26;24;18;1]                                                                                                        ##
IMPERIA;IMPERIA;Liguria;Residenze turistico alberghiere;3STELLE;VILLA MARINA;CORSO ROOSEVELT, 2;18100;IMPERIA;;0183 294388;0183 299344;villamarina.imperia@gmail.com;http://www.villamarina-imperia.it;IM940;24;37;56;14;1]                                                                              ##
IMPERIA;IMPERIA;Liguria;Residenze turistico alberghiere;4STELLE;MIRAMARE;VIA G. MATTEOTTI, 24;18100;IMPERIA;;0183 667120;0183 667120;rhotel@tin.it;http://www.rhotels.it;IM930;22;26;31;11;1]                                                                                                            ##
ISOLABONA;IMPERIA;Liguria;Alberghi;2STELLE;DA ADOLFO;VIA ROMA, 305;18035;ISOLABONA;;0184 208111;0184 209991;hoteladolfo@libero.it;;IM451;9;17;0;16;1]                                                                                                                                                    ##
MENDATICA;IMPERIA;Liguria;Alberghi;2STELLE;SAN BERNARDO;VIA REDENTORE, 10;18025;MENDATICA;COLLE SAN BERNARDO;0183 328724;0183 328724;gandowal@virgilio.it;http://www.hotelsanbernardo.it;IM496;14;24;0;12;1]                                                                                             ##
MOLINI DI TRIORA;IMPERIA;Liguria;Alberghi;2STELLE;SANTO SPIRITO;PIAZZA ROMA, 23;18010;MOLINI DI TRIORA;;0184 94019;0184 947900;info@ristorantesantospirito.com;http://www.ristorantesantospirito.com;IM445;13;22;0;19;1]                                                                                 ##
MONTALTO LIGURE;IMPERIA;Liguria;Locande;2STELLE;LA FINESTRELLA DI MONTALTO;VIA ROMA, 1;18010;MONTALTO LIGURE;;0184 407041;0184 1928282;info@lafinestrelladimontalto.it;http://www.lafinestrelladimontalto.it;20104530;3;5;0;12;1]                                                                        ##
OSPEDALETTI;IMPERIA;Liguria;Alberghi;2STELLE;SAVOIA;VIA XX SETTEMBRE, 5;18014;OSPEDALETTI;;0184 689190;0184 689190;carlomarche@libero.it;;IM240;14;24;0;13;1]                                                                                                                                            ##
OSPEDALETTI;IMPERIA;Liguria;Alberghi;3STELLE;FIRENZE;CORSO REGINA MARGHERITA, 97;18014;OSPEDALETTI;;0184 689221;0184 688140;firenze@azurline.com;http://www.firenze.ospedaletti.info;IM229;41;77;12;16;1]                                                                                                ##
OSPEDALETTI;IMPERIA;Liguria;Alberghi;3STELLE;LE ROCCE DEL CAPO;LUNGOMARE CRISTOFORO COLOMBO, 102;18014;OSPEDALETTI;;0184 689733;0184 689024;info@leroccedelcapohotel.it;http://www.leroccedelcapohotel.it/;IM235;23;43;12;15;1]                                                                          ##
OSPEDALETTI;IMPERIA;Liguria;Alberghi;3STELLE;PETIT ROYAL;CORSO REGINA MARGHERITA, 86;18014;OSPEDALETTI;;0184 689026;0184 681307;hotelpetitroyal@tiscali.it;http://www.hotelpetitroyal.com;19992851;36;66;9;19;1]                                                                                         ##
OSPEDALETTI;IMPERIA;Liguria;Residenze turistico alberghiere;3STELLE;DELL'ANGELO;VIA REGINA MARGHERITA, 96-98-100;18014;OSPEDALETTI;;0184 689798;0184 689798;residencedellangelo@gmail.com;http://www.residencedellangelo.it;20116144;25;41;29;15;1]                                                      ##
PERINALDO;IMPERIA;Liguria;Alberghi;2STELLE;LA RIANA;VIA GENOVA, 12;18032;PERINALDO;;0184 672371;0184 672371;info@hotellariana.com;http://www.hotellariana.com/;200214;10;18;0;17;1]                                                                                                                      ##
PERINALDO;IMPERIA;Liguria;Locande;2STELLE;VILLA SANTA GIUSTA;STRADA SANTA GIUSTA, 4;18032;PERINALDO;;0184 1928679;0184 1928679;reservation.villasantagiusta@hotmail.com;;2007111;5;10;0;14;1]                                                                                                            ##
PIEVE DI TECO;IMPERIA;Liguria;Alberghi;1STELLA;DELL'ANGELO;PIAZZA CARENZI, 11;18026;PIEVE DI TECO;;0183 36240;0183 36240;albergodellangelo@gmail.com;;IM472;15;22;2;16;1]                                                                                                                                ##
PIEVE DI TECO;IMPERIA;Liguria;Alberghi;2STELLE;LA PINETA;VIA TORINO, 1;18026;PIEVE DI TECO;COLLE SAN BARTOLOMEO;0183 55023;0183 55024;rainisiovalentino@libero.it;http://www.albergolapineta.it;IM471;14;36;1;11;1]                                                                                      ##
PORNASSIO;IMPERIA;Liguria;Alberghi;2STELLE;DA LINO;VIA NAZIONALE, 4;18024;PORNASSIO;COLLE DI NAVA;0183 325039;0183 325928;danicagio26@gmail.com;http://www.albergodalino.it;IM434;10;20;0;20;1]                                                                                                          ##
PORNASSIO;IMPERIA;Liguria;Alberghi;2STELLE;L'ALPINO;VIA NAZIONALE, 114;18024;PORNASSIO;COLLE DI NAVA;0183 325053;0183 325053;hotelalpino2008@libero.it;http://www.hotelalpinonava.it;IM428;16;24;2;17;1]                                                                                                 ##
PORNASSIO;IMPERIA;Liguria;Alberghi;3STELLE;COLLE DI NAVA LORENZINA;VIA NAZIONALE, 77;18024;PORNASSIO;COLLE DI NAVA;0183 325044;0183 325111;lorenzina@uno.it;http://www.albergolorenzina.com;IM429;37;68;0;19;1]                                                                                          ##
RANZO;IMPERIA;Liguria;Alberghi;1STELLA;IL VIGNETO;VIA PRINCIPALE, 4;18028;RANZO;COSTA BACELEGA;0183 318040;0183 318040;siboni.d.68@alice.it;;IM477;7;12;0;20;1]                                                                                                                                          ##
REZZO;IMPERIA;Liguria;Alberghi;3STELLE;NEGRO;VIA CANADA, 10;18020;REZZO;CENOVA;0183 34089;0183 324800;info@hotelnegro.com;http://www.hotelnegro.it/;IM478;13;22;0;17;1]                                                                                                                                  ##
RIVA LIGURE;IMPERIA;Liguria;Residenze turistico alberghiere;3STELLE;DEL PRADO;CORSO VILLAREGIA, 120;18018;RIVA LIGURE;;0184480254;0184480254;sara@residencedelprado.it;www.residencedelprado.it;201512308;8;20;19;10;1]                                                                                  ##
ROCCHETTA NERVINA;IMPERIA;Liguria;Alberghi;3STELLE;LAGO BIN;REGIONE MORGA;18030;ROCCHETTA NERVINA;;0184 207108;0184 207827;lagobin@lagobin.it;http://www.lagobin.it;IM481;55;107;2;17;1]                                                                                                                 ##
SAN BARTOLOMEO AL MARE;IMPERIA;Liguria;Alberghi;1STELLA;ANITA - 1^ DIPENDENZA;VIA SICILIA, 37;18016;SAN BARTOLOMEO AL MARE;;0183 400818;0183 402562;hotelanita@rivieradeifiori.com;http://www.hotelanita.com;IM417;3;6;0;12;1]                                                                           ##
SAN BARTOLOMEO AL MARE;IMPERIA;Liguria;Alberghi;1STELLA;ANITA - 2^ DIPENDENZA;VIA SICILIA, 37;18016;SAN BARTOLOMEO AL MARE;;0183 400818;0183 402562;hotelanita@rivieradeifiori.com;http://www.hotelanita.com;20104078;3;6;0;10;1]                                                                        ##
SAN BARTOLOMEO AL MARE;IMPERIA;Liguria;Alberghi;1STELLA;ANITA - 3^ DIPENDENZA;VIA SICILIA, 37;18016;SAN BARTOLOMEO AL MARE;;0183 400818;0183 402562;hotelanita@rivieradeifiori.com;http://www.hotelanita.com;20104079;3;6;0;10;1]                                                                        ##
SAN BARTOLOMEO AL MARE;IMPERIA;Liguria;Alberghi;1STELLA;BRUNA;VIA GARIBALDI, 8;18016;SAN BARTOLOMEO AL MARE;PAIROLA;0183 400545;0183 400545;albergobrunasas@virgilio.it;;IM407;10;16;0;20;1]                                                                                                             ##
SAN BARTOLOMEO AL MARE;IMPERIA;Liguria;Alberghi;2STELLE;PIERA - CASA MADRE;VIA SICILIA, 28;18016;SAN BARTOLOMEO AL MARE;;0183 400904;0183 400904;albergopiera@libero.it;http://albergopiera.it;IM908;17;25;1;17;1]                                                                                       ##
SAN BARTOLOMEO AL MARE;IMPERIA;Liguria;Alberghi;3STELLE;ADRIMER;VIA SICILIA, 30;18016;SAN BARTOLOMEO AL MARE;;0183 400869;0183 403928;info@adrimer.it;http://www.adrimer.it;IM387;37;71;3;20;1]                                                                                                          ##
SAN BARTOLOMEO AL MARE;IMPERIA;Liguria;Alberghi;3STELLE;ANITA - CASA MADRE;LUNGOMARE DELLE NAZIONI, 38;18016;SAN BARTOLOMEO AL MARE;;0183 400818;0183 402562;hotelanita@rivieradeifiori.com;http://www.hotelanita.com;IM416;18;31;0;11;1]                                                                ##
SAN BARTOLOMEO AL MARE;IMPERIA;Liguria;Alberghi;3STELLE;BELLAVISTA;VIA MAZZINI, 6;18016;SAN BARTOLOMEO AL MARE;;0183 400030;0183 404486;info@bellavista-hotel.net;http://www.bellavista-hotel.net;IM485;16;28;4;11;1]                                                                                    ##
SAN BARTOLOMEO AL MARE;IMPERIA;Liguria;Alberghi;3STELLE;BERGAMO;VIA AURELIA, 15;18016;SAN BARTOLOMEO AL MARE;;0183 400060;0183 401021;info@hotelbergamomare.it;http://www.hotelbergamomare.it;IM389;52;96;8;20;1]                                                                                        ##
SAN BARTOLOMEO AL MARE;IMPERIA;Liguria;Alberghi;3STELLE;DELLE ROSE;VIA COLOMBO, 28;18016;SAN BARTOLOMEO AL MARE;;0183 400712;0183 401369;hoteldellerose.info@gmail.com;http://www.hotel-dellerose.it;IM390;27;54;5;19;1]                                                                                 ##
